"date","region","phe_admissions","phe_occupied_mv_beds","phe_patients","react_positive","react_samples","ons_death_hospital","ons_death_carehome","ons_death_community","death_0","death_55","death_65","death_75","pillar2_negatives_total_pcr_over25","pillar2_positives_over25","pillar2_positives_lft_over25"
"2020-05-30","midlands",116,104,1247,0,202,26,10,3,1,1,7,17,NA,NA,NA
"2020-05-31","midlands",102,104,1252,0,265,24,14,5,2,0,5,17,NA,NA,NA
"2020-06-01","midlands",94,107,1273,0,82,22,14,2,2,1,1,18,6780,202,NA
"2020-06-02","midlands",126,99,1234,NA,NA,22,15,1,1,1,5,15,7338,191,NA
"2020-06-03","midlands",112,92,1153,NA,NA,24,13,2,0,1,6,17,8554,184,NA
"2020-06-04","midlands",94,93,1154,NA,NA,20,10,3,1,1,2,16,8537,180,NA
"2020-06-05","midlands",70,91,1107,NA,NA,21,6,1,1,0,5,15,8259,161,NA
"2020-06-06","midlands",51,80,1071,NA,NA,24,6,3,3,3,2,16,4447,109,NA
"2020-06-07","midlands",65,77,1054,NA,NA,20,5,2,0,1,3,16,4047,129,NA
"2020-06-08","midlands",86,72,1056,NA,NA,22,12,4,0,2,5,15,7998,166,NA
"2020-06-09","midlands",103,70,1042,NA,NA,18,9,4,2,3,4,9,8901,168,NA
"2020-06-10","midlands",105,71,1011,NA,NA,18,7,1,0,3,5,10,8197,136,NA
"2020-06-11","midlands",76,59,949,NA,NA,14,12,1,0,2,0,12,7647,166,NA
"2020-06-12","midlands",69,58,966,NA,NA,16,14,3,1,2,5,8,6053,150,NA
"2020-06-13","midlands",73,54,945,NA,NA,5,7,2,0,0,1,4,3178,138,NA
"2020-06-14","midlands",72,53,960,NA,NA,24,7,2,0,3,7,14,2982,134,NA
"2020-06-15","midlands",78,58,958,NA,NA,13,12,4,0,1,4,8,4963,150,NA
"2020-06-16","midlands",72,55,953,NA,NA,16,7,0,0,2,4,10,5706,146,NA
"2020-06-17","midlands",66,47,915,NA,NA,12,6,2,0,2,3,7,5555,133,NA
"2020-06-18","midlands",66,49,899,NA,NA,17,8,2,2,1,3,11,5520,150,NA
"2020-06-19","midlands",54,48,837,0,127,14,3,0,0,1,2,11,5099,134,NA
"2020-06-20","midlands",42,74,825,1,1048,15,8,0,1,0,1,13,2856,123,NA
"2020-06-21","midlands",61,44,812,3,994,15,5,1,1,1,1,12,2861,108,NA
"2020-06-22","midlands",55,44,809,2,2585,11,5,1,0,0,2,9,5980,163,NA
"2020-06-23","midlands",59,39,768,4,2604,15,4,2,0,2,1,12,6310,129,NA
"2020-06-24","midlands",55,42,741,3,2774,11,5,0,0,0,3,8,5463,131,NA
"2020-06-25","midlands",39,40,716,2,3361,20,9,2,1,2,1,16,4972,110,NA
"2020-06-26","midlands",60,37,648,3,3522,8,6,2,0,0,1,7,4856,108,NA
"2020-06-27","midlands",42,41,665,1,3006,8,6,1,1,0,1,6,2621,77,NA
"2020-06-28","midlands",29,39,663,1,2376,5,1,1,0,0,0,5,3155,70,NA
"2020-06-29","midlands",41,40,645,0,2796,8,3,4,0,3,0,5,7170,123,NA
"2020-06-30","midlands",44,42,631,2,2745,10,3,1,0,2,2,6,7739,107,NA
"2020-07-01","midlands",42,46,608,1,2204,7,3,1,1,0,1,5,8532,114,NA
"2020-07-02","midlands",31,42,580,1,1446,12,2,1,0,1,3,8,7731,104,NA
"2020-07-03","midlands",37,40,518,1,1180,4,7,2,0,0,0,4,6593,84,NA
"2020-07-04","midlands",19,37,512,1,913,5,1,3,2,0,1,2,3714,70,NA
"2020-07-05","midlands",25,36,497,0,273,6,6,0,1,1,0,4,3634,108,NA
"2020-07-06","midlands",31,35,501,0,549,5,2,1,0,0,1,4,8489,128,NA
"2020-07-07","midlands",27,35,472,0,7,6,4,0,1,1,1,3,11285,102,NA
"2020-07-08","midlands",29,30,440,NA,NA,4,3,1,0,0,1,3,12285,110,NA
"2020-07-09","midlands",25,33,389,NA,NA,7,4,1,0,0,3,4,11338,102,NA
"2020-07-10","midlands",16,27,375,NA,NA,5,1,0,0,1,1,3,8660,82,NA
"2020-07-11","midlands",15,26,386,NA,NA,3,2,0,0,0,0,3,4230,92,NA
"2020-07-12","midlands",14,25,339,NA,NA,4,2,1,2,0,1,1,3470,50,NA
"2020-07-13","midlands",24,25,338,NA,NA,1,4,0,0,0,0,1,12239,105,NA
"2020-07-14","midlands",21,20,313,NA,NA,5,3,0,1,0,1,3,15236,107,NA
"2020-07-15","midlands",16,25,326,NA,NA,8,1,0,1,0,3,4,15317,120,NA
"2020-07-16","midlands",16,19,289,NA,NA,1,3,0,0,0,0,1,11067,100,NA
"2020-07-17","midlands",11,22,288,NA,NA,6,2,2,0,0,5,1,7628,98,NA
"2020-07-18","midlands",7,21,275,NA,NA,2,1,1,0,0,0,2,4435,79,NA
"2020-07-19","midlands",11,20,274,NA,NA,3,2,0,0,0,1,2,4136,56,NA
"2020-07-20","midlands",22,20,274,NA,NA,3,3,0,0,1,1,1,8633,96,NA
"2020-07-21","midlands",20,15,277,NA,NA,3,5,1,0,0,0,3,9153,99,NA
"2020-07-22","midlands",13,15,271,NA,NA,3,3,2,0,0,0,3,8471,101,NA
"2020-07-23","midlands",22,16,238,NA,NA,6,1,0,0,0,2,4,8062,113,NA
"2020-07-24","midlands",15,15,228,0,196,2,1,0,0,1,1,0,6884,102,NA
"2020-07-25","midlands",12,12,214,0,1903,4,0,1,2,1,0,1,4470,64,NA
"2020-07-26","midlands",12,9,210,2,2222,5,1,1,0,0,1,4,3986,70,NA
"2020-07-27","midlands",8,11,220,0,3296,4,2,0,0,2,1,1,9730,117,NA
"2020-07-28","midlands",15,10,220,0,3104,2,0,0,0,1,1,0,12870,103,NA
"2020-07-29","midlands",14,9,207,3,2831,2,1,1,0,0,0,2,14057,133,NA
"2020-07-30","midlands",15,8,196,2,2874,3,0,0,0,0,2,1,11501,127,NA
"2020-07-31","midlands",11,11,199,0,2836,4,1,1,0,0,1,3,8273,79,NA
"2020-08-01","midlands",8,13,216,0,2204,1,1,1,0,1,0,0,5179,74,NA
"2020-08-02","midlands",5,10,194,0,1957,1,1,0,0,0,0,1,5168,68,NA
"2020-08-03","midlands",13,10,206,0,2578,1,0,0,0,0,0,1,13934,144,NA
"2020-08-04","midlands",8,13,182,3,2279,2,1,0,0,0,2,0,16980,124,NA
"2020-08-05","midlands",12,13,181,0,1954,2,0,0,0,0,0,2,16196,140,NA
"2020-08-06","midlands",8,14,179,1,1475,1,0,0,0,0,0,1,15437,157,NA
"2020-08-07","midlands",5,10,178,1,1214,4,2,1,0,1,1,2,11153,128,NA
"2020-08-08","midlands",12,5,96,0,826,3,0,1,0,1,1,1,5018,96,NA
"2020-08-09","midlands",12,6,101,0,514,0,1,0,0,0,0,0,4352,96,NA
"2020-08-10","midlands",4,9,160,0,949,1,1,0,0,0,0,1,15075,176,NA
"2020-08-11","midlands",6,9,154,0,1,1,3,0,0,0,0,1,18355,165,NA
"2020-08-12","midlands",6,9,148,NA,NA,1,3,0,0,0,0,1,18199,155,NA
"2020-08-13","midlands",16,8,150,NA,NA,1,2,1,0,0,0,1,16159,147,NA
"2020-08-14","midlands",13,9,141,NA,NA,1,1,0,0,0,0,1,13457,163,NA
"2020-08-15","midlands",15,9,141,NA,NA,1,1,0,0,0,0,1,6144,91,NA
"2020-08-16","midlands",11,7,146,NA,NA,2,2,1,0,0,0,2,5804,71,NA
"2020-08-17","midlands",14,6,157,NA,NA,1,4,0,0,0,0,1,18258,158,NA
"2020-08-18","midlands",15,6,160,NA,NA,1,0,0,0,1,0,0,19301,124,NA
"2020-08-19","midlands",9,7,156,NA,NA,2,0,0,0,0,1,1,19439,136,NA
"2020-08-20","midlands",12,7,145,0,63,0,1,1,0,0,0,0,18406,158,NA
"2020-08-21","midlands",10,6,138,1,194,1,0,0,0,0,0,1,14223,120,NA
"2020-08-22","midlands",9,7,146,0,2694,0,0,1,0,0,0,0,6719,76,NA
"2020-08-23","midlands",9,7,149,0,2381,0,0,0,0,0,0,0,5463,82,NA
"2020-08-24","midlands",8,8,148,1,3263,0,0,0,0,0,0,0,18031,124,NA
"2020-08-25","midlands",12,10,147,0,3011,5,0,1,0,1,0,4,20246,140,NA
"2020-08-26","midlands",12,7,140,2,2790,3,0,1,0,0,1,2,20106,133,NA
"2020-08-27","midlands",13,10,143,2,2604,2,0,0,1,0,0,1,16782,149,NA
"2020-08-28","midlands",2,6,135,2,2959,1,0,0,0,0,0,1,12324,133,NA
"2020-08-29","midlands",12,8,133,2,1972,0,1,0,0,0,0,0,6413,99,NA
"2020-08-30","midlands",8,11,131,0,1318,2,0,2,0,1,0,1,5458,89,NA
"2020-08-31","midlands",15,10,127,0,529,2,2,0,0,0,1,1,10473,138,NA
"2020-09-01","midlands",10,10,123,5,2385,0,1,2,0,0,0,0,22631,280,NA
"2020-09-02","midlands",14,9,85,1,1782,2,0,0,2,0,0,0,23181,440,NA
"2020-09-03","midlands",7,9,83,0,1300,0,0,0,0,0,0,0,21899,410,NA
"2020-09-04","midlands",17,7,81,0,1166,2,1,2,0,0,0,2,17053,372,NA
"2020-09-05","midlands",24,8,80,0,1048,0,0,0,0,0,0,0,8577,301,NA
"2020-09-06","midlands",19,9,79,1,846,0,1,1,0,0,0,0,7125,288,NA
"2020-09-07","midlands",20,12,96,2,766,3,2,0,0,1,1,1,20800,555,NA
"2020-09-08","midlands",27,13,97,0,2,3,0,0,0,1,0,2,24421,476,NA
"2020-09-09","midlands",32,13,100,NA,NA,0,1,0,0,0,0,0,24836,393,NA
"2020-09-10","midlands",30,14,107,NA,NA,1,1,0,0,0,0,1,23236,348,NA
"2020-09-11","midlands",31,15,118,NA,NA,3,0,0,0,0,0,3,19766,316,NA
"2020-09-12","midlands",22,18,132,NA,NA,5,1,1,0,0,0,5,7788,246,NA
"2020-09-13","midlands",31,18,151,NA,NA,4,1,0,0,0,1,3,5265,175,NA
"2020-09-14","midlands",36,21,164,NA,NA,1,0,1,0,0,0,1,19089,304,NA
"2020-09-15","midlands",33,25,198,NA,NA,2,0,0,0,1,0,1,24887,343,NA
"2020-09-16","midlands",37,28,189,NA,NA,4,2,1,0,0,2,2,23311,437,NA
"2020-09-17","midlands",36,26,187,NA,NA,3,0,0,0,0,1,2,21988,447,NA
"2020-09-18","midlands",39,29,206,1,214,7,0,0,2,0,1,4,18119,489,NA
"2020-09-19","midlands",43,29,221,11,2573,2,2,1,0,0,0,2,8011,492,NA
"2020-09-20","midlands",43,37,248,15,2735,5,1,1,0,1,0,4,7940,538,NA
"2020-09-21","midlands",30,42,265,11,3182,4,3,1,0,0,2,2,19843,578,NA
"2020-09-22","midlands",61,44,278,6,2878,3,1,1,0,0,2,1,24983,534,NA
"2020-09-23","midlands",55,49,286,15,2978,10,3,0,1,2,1,6,24478,553,NA
"2020-09-24","midlands",59,54,304,15,3036,6,1,0,0,2,1,3,22498,604,NA
"2020-09-25","midlands",61,56,346,9,2988,5,0,1,0,1,4,0,17925,511,NA
"2020-09-26","midlands",52,48,345,13,2583,5,0,0,1,1,3,0,6793,489,NA
"2020-09-27","midlands",48,53,369,3,2554,8,0,0,0,2,1,5,6738,466,NA
"2020-09-28","midlands",58,53,382,9,2617,4,1,0,0,0,0,4,20099,642,NA
"2020-09-29","midlands",55,52,379,14,2110,3,0,1,0,0,2,1,26553,635,NA
"2020-09-30","midlands",57,57,374,3,1718,5,3,0,0,0,1,4,24939,789,NA
"2020-10-01","midlands",62,56,391,10,1366,7,0,1,0,0,3,4,23234,782,NA
"2020-10-02","midlands",67,63,415,16,1216,8,0,0,0,1,1,6,20360,873,NA
"2020-10-03","midlands",53,60,417,5,1238,7,2,2,0,1,2,4,8540,669,NA
"2020-10-04","midlands",68,62,447,0,561,6,5,0,2,0,1,3,7514,656,NA
"2020-10-05","midlands",97,70,479,8,709,4,0,1,0,0,1,3,23470,1105,NA
"2020-10-06","midlands",78,71,495,NA,NA,6,4,0,0,0,1,5,29688,1161,NA
"2020-10-07","midlands",81,77,517,NA,NA,10,1,0,1,2,0,7,28483,1222,NA
"2020-10-08","midlands",77,78,522,NA,NA,11,1,2,1,0,2,8,27313,1344,NA
"2020-10-09","midlands",87,76,548,NA,NA,6,1,1,0,1,0,5,22369,1252,NA
"2020-10-10","midlands",78,82,549,NA,NA,3,3,1,0,0,0,3,8371,992,NA
"2020-10-11","midlands",101,81,611,NA,NA,16,2,1,0,0,7,9,6850,1015,NA
"2020-10-12","midlands",109,89,661,NA,NA,8,1,1,0,1,2,5,25042,1713,NA
"2020-10-13","midlands",161,90,667,NA,NA,15,4,1,0,1,3,11,29613,1614,NA
"2020-10-14","midlands",129,96,707,NA,NA,12,3,2,0,1,4,7,28495,1868,NA
"2020-10-15","midlands",146,91,796,NA,NA,18,7,0,1,0,8,9,25917,1734,NA
"2020-10-16","midlands",132,95,843,3,209,14,6,1,0,2,1,11,22354,1729,NA
"2020-10-17","midlands",108,91,872,24,2661,26,5,3,0,2,6,18,8949,1509,NA
"2020-10-18","midlands",165,88,905,30,2871,13,1,0,1,1,3,8,7400,1350,NA
"2020-10-19","midlands",173,105,1003,26,3386,16,5,1,0,1,4,11,28027,2747,NA
"2020-10-20","midlands",208,109,1090,39,2886,25,6,2,1,1,2,21,32760,2694,NA
"2020-10-21","midlands",197,122,1148,34,2874,18,2,3,1,1,4,12,30267,2599,NA
"2020-10-22","midlands",230,132,1230,39,2741,40,4,3,4,3,4,29,27826,2621,NA
"2020-10-23","midlands",181,142,1301,35,2786,32,6,2,1,1,10,20,23895,2384,NA
"2020-10-24","midlands",174,149,1379,39,2191,21,7,3,0,2,5,14,9928,1902,NA
"2020-10-25","midlands",220,153,1449,28,1764,29,7,3,0,2,8,19,7902,1934,NA
"2020-10-26","midlands",278,141,1330,29,1983,38,3,3,4,3,4,27,26466,3309,NA
"2020-10-27","midlands",268,171,1700,28,1892,39,8,2,2,1,4,32,31086,2901,NA
"2020-10-28","midlands",229,204,1935,23,1458,32,3,3,0,5,5,22,29258,3072,NA
"2020-10-29","midlands",288,192,1871,9,1233,43,3,2,3,2,3,35,27165,2973,NA
"2020-10-30","midlands",234,193,1950,9,1083,44,10,5,2,2,10,30,24489,3105,1
"2020-10-31","midlands",250,197,2010,5,985,48,7,3,2,3,7,36,10530,2332,NA
"2020-11-01","midlands",274,191,1929,7,449,43,12,5,3,6,4,30,10259,1912,NA
"2020-11-02","midlands",284,197,2044,14,893,55,10,4,5,5,9,36,30703,4768,NA
"2020-11-03","midlands",261,225,2350,NA,NA,45,7,2,1,4,5,35,35153,3636,NA
"2020-11-04","midlands",298,223,2332,NA,NA,63,9,5,4,2,12,45,30839,3243,NA
"2020-11-05","midlands",324,227,2339,NA,NA,45,16,6,0,5,13,27,30985,3334,1
"2020-11-06","midlands",279,223,2345,NA,NA,51,13,3,2,6,13,30,28480,3393,NA
"2020-11-07","midlands",300,233,2453,NA,NA,58,12,4,1,4,10,43,11967,2670,1
"2020-11-08","midlands",362,231,2545,NA,NA,56,17,3,3,4,10,39,10324,2941,NA
"2020-11-09","midlands",397,229,2634,NA,NA,64,19,5,1,10,13,40,33140,4666,1
"2020-11-10","midlands",392,223,2605,NA,NA,65,7,3,2,5,12,46,35728,4170,NA
"2020-11-11","midlands",437,238,2805,NA,NA,55,11,5,1,4,15,35,33689,4025,NA
"2020-11-12","midlands",368,246,2948,NA,NA,65,15,8,4,3,12,46,30091,3451,2
"2020-11-13","midlands",372,258,3039,1,46,55,9,9,3,5,8,39,28497,3376,7
"2020-11-14","midlands",346,267,3126,1,83,65,19,7,3,6,8,48,12851,2632,NA
"2020-11-15","midlands",330,272,3183,8,251,74,16,2,1,4,14,55,10015,2238,2
"2020-11-16","midlands",391,271,3274,63,4423,70,14,6,2,8,11,49,33131,3879,5
"2020-11-17","midlands",358,280,3335,37,3909,72,17,5,1,4,17,50,36966,3248,2
"2020-11-18","midlands",381,281,3395,38,3641,82,21,7,0,11,11,60,32753,2751,1
"2020-11-19","midlands",352,288,3425,29,3383,75,23,9,4,9,15,47,29456,2349,1
"2020-11-20","midlands",325,290,3329,30,3228,75,18,7,2,4,10,59,26911,2303,10
"2020-11-21","midlands",275,288,3320,34,3481,69,19,9,0,1,14,54,11739,1562,7
"2020-11-22","midlands",305,303,3401,20,2286,76,20,8,5,4,7,60,9230,1516,4
"2020-11-23","midlands",372,312,3414,19,2329,75,21,6,2,6,14,53,30127,2412,7
"2020-11-24","midlands",333,313,3406,18,1859,75,24,4,1,5,24,45,33625,2089,12
"2020-11-25","midlands",349,313,3378,16,1375,73,23,3,3,7,16,47,31419,1956,13
"2020-11-26","midlands",270,306,3245,8,1227,83,22,7,7,4,16,56,28243,1720,14
"2020-11-27","midlands",232,304,3203,13,1178,74,24,4,4,6,10,54,24703,1595,34
"2020-11-28","midlands",253,291,3079,12,1254,80,19,2,2,3,19,56,9935,1202,13
"2020-11-29","midlands",277,286,3120,15,923,88,30,4,4,7,19,58,8652,1143,11
"2020-11-30","midlands",284,277,3130,2,725,78,23,9,6,2,12,58,28301,1894,18
"2020-12-01","midlands",323,274,3084,4,689,77,21,5,3,10,18,46,31385,1602,18
"2020-12-02","midlands",328,262,3054,2,573,58,19,5,0,4,8,46,31563,1605,14
"2020-03-16","north_east_and_yorkshire",NA,NA,NA,NA,NA,2,0,0,0,0,1,1,NA,NA,NA
"2020-03-17","north_east_and_yorkshire",NA,NA,NA,NA,NA,2,0,1,0,1,0,1,NA,NA,NA
"2020-03-18","north_east_and_yorkshire",NA,NA,NA,NA,NA,2,0,0,0,0,0,2,NA,NA,NA
"2020-03-19","north_east_and_yorkshire",48,NA,NA,NA,NA,3,0,0,0,0,1,2,NA,NA,NA
"2020-03-20","north_east_and_yorkshire",43,NA,82,NA,NA,6,0,0,0,1,0,5,NA,NA,NA
"2020-03-21","north_east_and_yorkshire",73,NA,124,NA,NA,5,0,1,0,0,1,4,NA,NA,NA
"2020-03-22","north_east_and_yorkshire",69,NA,158,NA,NA,7,0,1,1,0,0,6,NA,NA,NA
"2020-03-23","north_east_and_yorkshire",107,NA,190,NA,NA,11,0,1,0,3,4,4,NA,NA,NA
"2020-03-24","north_east_and_yorkshire",167,NA,229,NA,NA,9,1,1,0,1,1,7,NA,NA,NA
"2020-03-25","north_east_and_yorkshire",160,NA,312,NA,NA,15,0,1,0,1,2,12,NA,NA,NA
"2020-03-26","north_east_and_yorkshire",196,NA,434,NA,NA,21,3,1,1,3,6,11,NA,NA,NA
"2020-03-27","north_east_and_yorkshire",240,NA,552,NA,NA,26,4,2,1,3,8,14,NA,NA,NA
"2020-03-28","north_east_and_yorkshire",258,NA,701,NA,NA,37,1,3,1,3,10,23,NA,NA,NA
"2020-03-29","north_east_and_yorkshire",254,NA,826,NA,NA,37,2,4,3,3,10,21,NA,NA,NA
"2020-03-30","north_east_and_yorkshire",340,NA,995,NA,NA,60,4,4,2,4,8,46,NA,NA,NA
"2020-03-31","north_east_and_yorkshire",303,NA,1124,NA,NA,64,5,7,2,7,18,37,NA,NA,NA
"2020-04-01","north_east_and_yorkshire",507,NA,1293,NA,NA,69,4,8,2,7,10,50,NA,NA,NA
"2020-04-02","north_east_and_yorkshire",423,83,1378,NA,NA,80,12,9,0,10,15,55,NA,NA,NA
"2020-04-03","north_east_and_yorkshire",373,116,1841,NA,NA,95,21,9,5,5,20,65,NA,NA,NA
"2020-04-04","north_east_and_yorkshire",294,148,2095,NA,NA,106,9,8,4,10,12,80,NA,NA,NA
"2020-04-05","north_east_and_yorkshire",365,147,2303,NA,NA,91,18,12,5,9,16,61,NA,NA,NA
"2020-04-06","north_east_and_yorkshire",404,205,2129,NA,NA,97,28,9,4,4,26,63,NA,NA,NA
"2020-04-07","north_east_and_yorkshire",446,230,2209,NA,NA,102,30,11,3,7,19,73,NA,NA,NA
"2020-04-08","north_east_and_yorkshire",327,260,2413,NA,NA,118,41,8,4,8,20,86,NA,NA,NA
"2020-04-09","north_east_and_yorkshire",336,289,2661,NA,NA,110,48,8,4,13,19,74,NA,NA,NA
"2020-04-10","north_east_and_yorkshire",319,292,2403,NA,NA,121,56,14,8,7,15,91,NA,NA,NA
"2020-04-11","north_east_and_yorkshire",290,302,2520,NA,NA,101,39,12,4,6,19,72,NA,NA,NA
"2020-04-12","north_east_and_yorkshire",309,298,2541,NA,NA,84,60,11,3,13,15,53,NA,NA,NA
"2020-04-13","north_east_and_yorkshire",305,300,2577,NA,NA,89,46,4,3,6,15,65,NA,NA,NA
"2020-04-14","north_east_and_yorkshire",306,299,2545,NA,NA,100,60,7,2,11,13,74,NA,NA,NA
"2020-04-15","north_east_and_yorkshire",254,291,2500,NA,NA,94,61,3,1,7,18,68,NA,NA,NA
"2020-04-16","north_east_and_yorkshire",275,297,2454,NA,NA,106,68,5,2,5,19,80,NA,NA,NA
"2020-04-17","north_east_and_yorkshire",236,287,2303,NA,NA,90,87,4,5,10,11,64,NA,NA,NA
"2020-04-18","north_east_and_yorkshire",231,285,2327,NA,NA,92,73,7,4,4,10,74,NA,NA,NA
"2020-04-19","north_east_and_yorkshire",267,269,2309,NA,NA,92,65,6,2,7,19,64,NA,NA,NA
"2020-04-20","north_east_and_yorkshire",278,251,2216,NA,NA,96,54,5,5,6,13,72,NA,NA,NA
"2020-04-21","north_east_and_yorkshire",253,249,2322,NA,NA,76,61,11,2,4,16,54,NA,NA,NA
"2020-04-22","north_east_and_yorkshire",247,237,2236,NA,NA,87,73,7,2,5,22,58,NA,NA,NA
"2020-04-23","north_east_and_yorkshire",227,257,2186,NA,NA,71,71,9,3,5,12,51,NA,NA,NA
"2020-04-24","north_east_and_yorkshire",223,230,2132,NA,NA,74,56,7,2,5,16,51,NA,NA,NA
"2020-04-25","north_east_and_yorkshire",198,233,2123,NA,NA,74,71,3,1,8,18,47,NA,NA,NA
"2020-04-26","north_east_and_yorkshire",249,230,2061,NA,NA,62,61,9,6,3,12,41,NA,NA,NA
"2020-04-27","north_east_and_yorkshire",259,222,2104,NA,NA,66,63,6,4,4,14,44,NA,NA,NA
"2020-04-28","north_east_and_yorkshire",226,214,2070,NA,NA,62,64,7,2,5,15,40,NA,NA,NA
"2020-04-29","north_east_and_yorkshire",230,199,2036,NA,NA,70,67,2,4,7,7,52,NA,NA,NA
"2020-04-30","north_east_and_yorkshire",192,208,1985,NA,NA,66,59,6,4,6,13,43,NA,NA,NA
"2020-05-01","north_east_and_yorkshire",157,200,1989,0,7,70,55,3,0,4,10,56,NA,NA,NA
"2020-05-02","north_east_and_yorkshire",172,196,1965,0,3,51,72,1,1,3,13,34,NA,NA,NA
"2020-05-03","north_east_and_yorkshire",180,194,1945,0,4,43,64,3,1,4,4,33,NA,NA,NA
"2020-05-04","north_east_and_yorkshire",180,186,1928,0,10,49,61,3,1,2,10,36,NA,NA,NA
"2020-05-05","north_east_and_yorkshire",146,181,1863,0,61,41,59,2,0,2,9,30,NA,NA,NA
"2020-05-06","north_east_and_yorkshire",152,174,1787,0,29,54,48,1,5,6,9,34,NA,NA,NA
"2020-05-07","north_east_and_yorkshire",171,161,1703,0,34,53,61,5,4,4,7,38,NA,NA,NA
"2020-05-08","north_east_and_yorkshire",104,151,1623,0,8,50,54,3,2,3,7,38,NA,NA,NA
"2020-05-09","north_east_and_yorkshire",145,147,1593,0,134,41,54,0,1,3,2,35,NA,NA,NA
"2020-05-10","north_east_and_yorkshire",139,156,1512,0,7,43,45,2,3,1,5,33,NA,NA,NA
"2020-05-11","north_east_and_yorkshire",148,149,1607,1,163,32,39,0,1,3,8,20,NA,NA,NA
"2020-05-12","north_east_and_yorkshire",155,145,1551,0,119,28,36,2,1,3,4,20,NA,NA,NA
"2020-05-13","north_east_and_yorkshire",156,134,1520,0,123,30,51,2,2,4,4,20,NA,NA,NA
"2020-05-14","north_east_and_yorkshire",127,123,1444,1,205,28,49,0,0,2,4,22,NA,NA,NA
"2020-05-15","north_east_and_yorkshire",109,139,1464,0,385,33,45,2,1,0,2,30,NA,NA,NA
"2020-05-16","north_east_and_yorkshire",95,125,1348,1,684,39,42,2,3,4,6,26,NA,NA,NA
"2020-05-17","north_east_and_yorkshire",95,114,1327,1,786,24,39,3,1,1,5,17,NA,NA,NA
"2020-05-18","north_east_and_yorkshire",101,112,1336,1,638,33,44,1,1,3,6,23,NA,NA,NA
"2020-05-19","north_east_and_yorkshire",99,112,1306,1,1042,26,35,3,1,2,3,20,NA,NA,NA
"2020-05-20","north_east_and_yorkshire",106,112,1229,1,1240,26,33,2,0,7,4,15,NA,NA,NA
"2020-05-21","north_east_and_yorkshire",123,106,1144,2,1125,33,32,3,2,2,6,23,NA,NA,NA
"2020-05-22","north_east_and_yorkshire",85,97,1113,1,1624,26,29,1,0,1,6,19,NA,NA,NA
"2020-05-23","north_east_and_yorkshire",97,94,1057,0,1356,18,31,0,0,1,1,16,NA,NA,NA
"2020-05-24","north_east_and_yorkshire",85,87,1051,1,646,26,29,0,4,0,1,21,NA,NA,NA
"2020-05-25","north_east_and_yorkshire",67,83,1080,0,370,24,26,2,1,5,4,14,NA,NA,NA
"2020-05-26","north_east_and_yorkshire",85,82,1064,2,552,22,29,3,1,4,1,16,NA,NA,NA
"2020-05-27","north_east_and_yorkshire",82,77,1017,0,639,25,29,1,2,0,5,18,NA,NA,NA
"2020-05-28","north_east_and_yorkshire",74,73,991,1,552,22,28,1,0,2,3,17,NA,NA,NA
"2020-05-29","north_east_and_yorkshire",71,68,951,0,214,29,23,1,0,3,8,18,NA,NA,NA
"2020-05-30","north_east_and_yorkshire",75,63,910,0,107,22,24,1,0,1,3,18,NA,NA,NA
"2020-05-31","north_east_and_yorkshire",78,63,917,1,183,18,18,2,1,1,6,10,NA,NA,NA
"2020-06-01","north_east_and_yorkshire",71,65,916,0,36,17,23,2,0,0,1,16,5904,146,NA
"2020-06-02","north_east_and_yorkshire",70,68,902,NA,NA,25,26,2,1,3,7,14,6126,152,NA
"2020-06-03","north_east_and_yorkshire",53,64,863,NA,NA,23,15,0,0,0,7,16,5866,154,NA
"2020-06-04","north_east_and_yorkshire",52,64,811,NA,NA,19,11,2,0,0,5,14,6279,174,NA
"2020-06-05","north_east_and_yorkshire",69,65,751,NA,NA,20,19,1,1,6,1,12,4774,115,NA
"2020-06-06","north_east_and_yorkshire",46,68,734,NA,NA,18,9,0,2,2,1,13,3248,83,NA
"2020-06-07","north_east_and_yorkshire",39,64,732,NA,NA,15,12,0,0,1,3,11,3048,101,NA
"2020-06-08","north_east_and_yorkshire",52,60,741,NA,NA,13,13,2,0,1,2,10,5468,125,NA
"2020-06-09","north_east_and_yorkshire",61,62,718,NA,NA,15,12,3,1,1,1,12,5960,135,NA
"2020-06-10","north_east_and_yorkshire",58,61,707,NA,NA,17,13,1,0,1,3,13,6266,163,NA
"2020-06-11","north_east_and_yorkshire",45,48,617,NA,NA,7,16,3,0,0,0,7,5613,140,NA
"2020-06-12","north_east_and_yorkshire",45,59,661,NA,NA,12,10,1,1,1,0,10,5028,208,NA
"2020-06-13","north_east_and_yorkshire",37,55,618,NA,NA,10,10,0,0,0,4,6,2655,133,NA
"2020-06-14","north_east_and_yorkshire",43,55,604,NA,NA,14,9,1,0,1,4,9,2487,132,NA
"2020-06-15","north_east_and_yorkshire",49,55,609,NA,NA,11,5,1,1,1,1,7,4422,144,NA
"2020-06-16","north_east_and_yorkshire",62,52,601,NA,NA,7,9,0,0,0,0,7,5076,162,NA
"2020-06-17","north_east_and_yorkshire",54,50,561,NA,NA,9,6,0,1,1,3,4,5274,169,NA
"2020-06-18","north_east_and_yorkshire",52,50,549,NA,NA,11,7,0,1,1,2,7,5311,195,NA
"2020-06-19","north_east_and_yorkshire",33,45,526,0,78,4,3,0,0,1,1,2,4291,127,NA
