"date","region","phe_admissions","phe_occupied_mv_beds","phe_patients","react_positive","react_samples","ons_death_hospital","ons_death_carehome","ons_death_community","death_0","death_55","death_65","death_75","pillar2_negatives_total_pcr_over25","pillar2_positives_over25","pillar2_positives_lft_over25"
"2020-06-20","north_east_and_yorkshire",30,46,500,0,551,7,9,0,1,0,1,5,2169,113,NA
"2020-06-21","north_east_and_yorkshire",23,47,501,0,632,5,8,0,0,1,2,2,2125,91,NA
"2020-06-22","north_east_and_yorkshire",58,46,520,0,1250,5,6,3,1,0,2,2,5043,110,NA
"2020-06-23","north_east_and_yorkshire",44,46,497,0,1366,9,6,0,1,0,3,5,5807,123,NA
"2020-06-24","north_east_and_yorkshire",30,46,488,1,1467,12,10,1,0,1,5,6,5897,115,NA
"2020-06-25","north_east_and_yorkshire",36,41,457,1,1714,4,8,2,0,0,2,2,4236,98,NA
"2020-06-26","north_east_and_yorkshire",35,36,422,0,1874,7,7,2,0,2,1,4,4784,96,NA
"2020-06-27","north_east_and_yorkshire",32,38,436,1,1656,5,5,0,0,1,1,3,2377,98,NA
"2020-06-28","north_east_and_yorkshire",28,42,451,0,1427,5,7,0,0,0,1,4,3163,72,NA
"2020-06-29","north_east_and_yorkshire",24,39,667,1,1503,3,4,0,0,0,0,3,5963,99,NA
"2020-06-30","north_east_and_yorkshire",33,41,412,2,1554,6,10,1,1,0,1,4,5815,83,NA
"2020-07-01","north_east_and_yorkshire",28,36,381,1,1214,3,4,0,0,0,1,2,6020,87,NA
"2020-07-02","north_east_and_yorkshire",30,35,382,0,777,6,5,0,1,1,2,2,6572,71,NA
"2020-07-03","north_east_and_yorkshire",26,34,368,0,530,4,4,1,0,0,0,4,5670,74,NA
"2020-07-04","north_east_and_yorkshire",22,31,365,0,441,5,2,1,0,1,0,4,2628,56,NA
"2020-07-05","north_east_and_yorkshire",16,31,336,0,159,5,5,0,0,0,2,3,2351,64,NA
"2020-07-06","north_east_and_yorkshire",26,28,332,0,229,3,2,2,1,0,0,2,5952,89,NA
"2020-07-07","north_east_and_yorkshire",34,29,329,NA,NA,4,2,0,0,1,0,3,7715,78,NA
"2020-07-08","north_east_and_yorkshire",26,26,313,NA,NA,4,4,0,0,0,2,2,8777,98,NA
"2020-07-09","north_east_and_yorkshire",22,25,313,NA,NA,0,1,1,0,0,0,0,8353,68,NA
"2020-07-10","north_east_and_yorkshire",22,27,305,NA,NA,3,7,0,1,0,0,2,6051,58,NA
"2020-07-11","north_east_and_yorkshire",21,28,306,NA,NA,2,0,0,0,0,0,2,3086,56,NA
"2020-07-12","north_east_and_yorkshire",13,26,303,NA,NA,4,4,0,0,0,1,3,3081,73,NA
"2020-07-13","north_east_and_yorkshire",27,25,289,NA,NA,2,3,1,0,0,0,2,8965,99,NA
"2020-07-14","north_east_and_yorkshire",25,22,272,NA,NA,4,2,1,0,0,2,2,11339,92,NA
"2020-07-15","north_east_and_yorkshire",20,20,257,NA,NA,3,0,1,0,0,2,1,12616,91,NA
"2020-07-16","north_east_and_yorkshire",19,23,255,NA,NA,3,0,1,0,0,0,3,8134,73,NA
"2020-07-17","north_east_and_yorkshire",15,25,237,NA,NA,1,0,0,0,0,0,1,6037,79,NA
"2020-07-18","north_east_and_yorkshire",5,22,250,NA,NA,3,3,1,0,0,2,1,3468,70,NA
"2020-07-19","north_east_and_yorkshire",20,21,245,NA,NA,1,2,0,0,1,0,0,3083,69,NA
"2020-07-20","north_east_and_yorkshire",6,20,209,NA,NA,1,3,0,0,0,0,1,6607,79,NA
"2020-07-21","north_east_and_yorkshire",6,22,166,NA,NA,3,2,0,1,0,0,2,7672,81,NA
"2020-07-22","north_east_and_yorkshire",9,17,167,NA,NA,6,2,0,0,0,2,4,8511,82,NA
"2020-07-23","north_east_and_yorkshire",8,18,171,NA,NA,2,3,0,0,0,0,2,7291,80,NA
"2020-07-24","north_east_and_yorkshire",15,15,136,0,110,3,2,0,1,0,0,2,6249,67,NA
"2020-07-25","north_east_and_yorkshire",9,15,172,0,910,3,1,0,0,0,0,3,3128,66,NA
"2020-07-26","north_east_and_yorkshire",11,14,126,1,1239,3,1,1,1,0,1,1,2876,62,NA
"2020-07-27","north_east_and_yorkshire",15,14,128,0,1952,2,1,0,0,2,0,0,8216,99,NA
"2020-07-28","north_east_and_yorkshire",8,11,127,1,1833,2,2,1,0,0,1,1,10546,100,NA
"2020-07-29","north_east_and_yorkshire",6,10,127,0,1542,4,0,0,0,1,1,2,11872,128,NA
"2020-07-30","north_east_and_yorkshire",16,10,122,1,1633,1,0,0,0,0,0,1,9643,112,NA
"2020-07-31","north_east_and_yorkshire",11,9,117,1,1473,2,1,0,1,0,0,1,7600,83,NA
"2020-08-01","north_east_and_yorkshire",9,9,117,0,1174,3,3,0,0,0,1,2,4018,62,NA
"2020-08-02","north_east_and_yorkshire",14,8,120,0,1044,2,0,0,0,0,0,2,4016,62,NA
"2020-08-03","north_east_and_yorkshire",25,7,115,3,1505,2,3,0,0,0,0,2,10242,119,NA
"2020-08-04","north_east_and_yorkshire",16,7,123,2,1345,3,0,2,0,2,0,1,14360,106,NA
"2020-08-05","north_east_and_yorkshire",6,7,128,0,1078,0,0,1,0,0,0,0,15216,124,NA
"2020-08-06","north_east_and_yorkshire",15,6,132,0,793,4,0,0,0,0,2,2,12293,147,NA
"2020-08-07","north_east_and_yorkshire",11,7,111,1,589,1,0,0,0,0,0,1,8931,102,NA
"2020-08-08","north_east_and_yorkshire",8,8,117,0,398,2,0,0,0,0,0,2,3931,88,NA
"2020-08-09","north_east_and_yorkshire",14,7,117,0,281,3,4,0,0,0,1,2,3528,76,NA
"2020-08-10","north_east_and_yorkshire",10,5,121,0,440,4,1,1,0,0,1,3,10768,169,NA
"2020-08-11","north_east_and_yorkshire",14,4,114,0,1,2,2,0,0,0,0,2,15324,157,NA
"2020-08-12","north_east_and_yorkshire",13,4,108,NA,NA,2,0,0,0,0,0,2,15907,145,NA
"2020-08-13","north_east_and_yorkshire",6,4,114,NA,NA,0,1,0,0,0,0,0,13586,166,NA
"2020-08-14","north_east_and_yorkshire",8,5,108,NA,NA,0,0,0,0,0,0,0,12559,121,NA
"2020-08-15","north_east_and_yorkshire",8,6,102,NA,NA,2,2,0,0,0,0,2,5067,88,NA
"2020-08-16","north_east_and_yorkshire",7,6,102,NA,NA,0,0,1,0,0,0,0,4044,57,NA
"2020-08-17","north_east_and_yorkshire",8,7,99,NA,NA,6,0,2,1,0,0,5,12750,95,NA
"2020-08-18","north_east_and_yorkshire",10,7,90,NA,NA,2,0,0,0,0,0,2,16592,114,NA
"2020-08-19","north_east_and_yorkshire",5,7,88,NA,NA,0,1,1,0,0,0,0,17220,130,NA
"2020-08-20","north_east_and_yorkshire",10,8,82,0,38,2,1,2,1,0,1,0,14261,123,NA
"2020-08-21","north_east_and_yorkshire",10,7,82,1,141,3,0,0,0,0,0,3,11844,115,NA
"2020-08-22","north_east_and_yorkshire",4,6,154,1,1595,1,1,0,0,0,0,1,4992,76,NA
"2020-08-23","north_east_and_yorkshire",7,5,82,1,1407,2,3,0,0,0,0,2,4227,68,NA
"2020-08-24","north_east_and_yorkshire",8,5,83,1,1828,0,2,0,0,0,0,0,12469,112,NA
"2020-08-25","north_east_and_yorkshire",12,6,79,2,1677,2,1,0,0,0,0,2,15844,129,NA
"2020-08-26","north_east_and_yorkshire",12,7,79,2,1588,1,1,0,0,0,0,1,16142,114,NA
"2020-08-27","north_east_and_yorkshire",11,9,83,5,1503,2,0,1,0,0,1,1,12838,158,NA
"2020-08-28","north_east_and_yorkshire",7,9,80,2,1547,0,2,0,0,0,0,0,10361,117,NA
"2020-08-29","north_east_and_yorkshire",7,10,84,1,1088,2,2,0,0,1,0,1,5154,121,NA
"2020-08-30","north_east_and_yorkshire",9,10,82,5,704,0,0,0,0,0,0,0,4714,105,NA
"2020-08-31","north_east_and_yorkshire",11,10,82,0,450,0,0,1,0,0,0,0,7049,184,NA
"2020-09-01","north_east_and_yorkshire",14,9,81,0,1202,1,1,0,0,0,0,1,17134,247,NA
"2020-09-02","north_east_and_yorkshire",9,11,84,2,872,5,0,0,0,1,2,2,21023,325,NA
"2020-09-03","north_east_and_yorkshire",10,11,86,0,675,0,1,0,0,0,0,0,15983,354,NA
"2020-09-04","north_east_and_yorkshire",13,11,89,1,607,2,0,0,0,0,0,2,14364,277,NA
"2020-09-05","north_east_and_yorkshire",9,12,89,2,451,4,1,0,0,0,1,3,7243,314,NA
"2020-09-06","north_east_and_yorkshire",10,13,90,0,404,2,2,0,0,0,0,2,6335,265,NA
"2020-09-07","north_east_and_yorkshire",17,17,100,1,362,0,2,0,0,0,0,0,15957,452,NA
"2020-09-08","north_east_and_yorkshire",25,15,84,0,14,2,0,1,0,1,0,1,20422,372,NA
"2020-09-09","north_east_and_yorkshire",34,14,92,NA,NA,2,1,0,0,0,0,2,20812,388,NA
"2020-09-10","north_east_and_yorkshire",29,14,95,NA,NA,0,2,0,0,0,0,0,17294,409,NA
"2020-09-11","north_east_and_yorkshire",30,12,117,NA,NA,3,1,1,0,1,1,1,14597,337,NA
"2020-09-12","north_east_and_yorkshire",32,14,130,NA,NA,2,2,0,0,1,1,0,5701,274,NA
"2020-09-13","north_east_and_yorkshire",29,15,143,NA,NA,4,2,0,0,0,2,2,3966,248,NA
"2020-09-14","north_east_and_yorkshire",38,16,155,NA,NA,2,1,0,0,1,1,0,13041,359,NA
"2020-09-15","north_east_and_yorkshire",49,18,155,NA,NA,3,1,0,0,0,0,3,19079,354,NA
"2020-09-16","north_east_and_yorkshire",41,15,188,NA,NA,3,1,0,0,0,0,3,19733,506,NA
"2020-09-17","north_east_and_yorkshire",59,15,208,NA,NA,7,1,0,0,0,1,6,15803,516,NA
"2020-09-18","north_east_and_yorkshire",64,18,214,1,134,5,1,0,0,1,0,4,15080,584,NA
"2020-09-19","north_east_and_yorkshire",50,21,226,14,1504,2,1,1,1,0,0,1,6588,570,NA
"2020-09-20","north_east_and_yorkshire",67,28,254,11,1642,10,0,0,0,1,0,9,7209,767,NA
"2020-09-21","north_east_and_yorkshire",80,33,285,7,1948,6,3,1,0,0,1,5,14962,691,NA
"2020-09-22","north_east_and_yorkshire",58,42,303,10,1598,5,1,0,0,1,0,4,20250,689,NA
"2020-09-23","north_east_and_yorkshire",89,41,313,8,1676,7,2,0,0,0,2,5,21260,769,NA
"2020-09-24","north_east_and_yorkshire",65,43,337,8,1657,4,2,0,0,0,1,3,18505,888,NA
"2020-09-25","north_east_and_yorkshire",64,45,379,7,1701,5,3,1,1,0,0,4,15378,741,NA
"2020-09-26","north_east_and_yorkshire",68,47,393,13,1584,6,5,0,0,1,0,5,6564,745,NA
"2020-09-27","north_east_and_yorkshire",72,52,420,4,1352,10,7,0,0,0,1,9,6201,806,NA
"2020-09-28","north_east_and_yorkshire",82,55,444,5,1433,6,3,0,0,1,1,4,18652,1209,NA
"2020-09-29","north_east_and_yorkshire",104,57,429,22,1029,7,1,2,0,1,0,6,23196,1042,NA
"2020-09-30","north_east_and_yorkshire",94,65,474,4,942,7,0,0,0,1,2,4,22651,1198,NA
"2020-10-01","north_east_and_yorkshire",88,69,502,4,682,7,3,1,0,1,4,2,20021,1395,NA
"2020-10-02","north_east_and_yorkshire",100,75,544,10,575,19,7,0,1,0,5,13,18933,1501,NA
"2020-10-03","north_east_and_yorkshire",117,77,584,7,572,10,3,1,0,0,3,7,9090,1291,NA
"2020-10-04","north_east_and_yorkshire",126,78,586,1,311,14,3,0,0,1,4,9,7849,1279,NA
"2020-10-05","north_east_and_yorkshire",123,76,673,2,267,13,1,3,0,0,4,9,19095,1766,NA
"2020-10-06","north_east_and_yorkshire",161,81,741,NA,NA,11,8,1,0,1,2,8,27512,1908,NA
"2020-10-07","north_east_and_yorkshire",140,94,790,NA,NA,17,9,1,1,3,3,10,26522,2125,NA
"2020-10-08","north_east_and_yorkshire",125,92,836,NA,NA,16,6,2,0,3,1,12,22788,2017,NA
"2020-10-09","north_east_and_yorkshire",146,90,804,NA,NA,15,6,1,2,4,1,8,18582,1640,NA
"2020-10-10","north_east_and_yorkshire",145,97,874,NA,NA,19,10,1,0,1,4,14,8213,1513,NA
"2020-10-11","north_east_and_yorkshire",180,99,940,NA,NA,17,13,1,0,1,4,12,6949,1388,NA
"2020-10-12","north_east_and_yorkshire",173,104,1025,NA,NA,15,6,6,0,1,3,11,20738,2544,NA
"2020-10-13","north_east_and_yorkshire",183,104,1054,NA,NA,18,4,2,2,0,1,15,26918,2268,NA
"2020-10-14","north_east_and_yorkshire",167,116,1092,NA,NA,25,5,2,2,1,3,19,26062,2543,NA
"2020-10-15","north_east_and_yorkshire",184,118,1147,NA,NA,19,9,4,2,1,2,14,21676,2305,NA
"2020-10-16","north_east_and_yorkshire",159,107,1169,3,124,27,8,0,1,1,8,17,19054,2271,NA
"2020-10-17","north_east_and_yorkshire",210,109,1200,20,1609,32,12,3,1,1,5,25,8432,2110,NA
"2020-10-18","north_east_and_yorkshire",219,113,1269,28,1571,24,6,3,2,1,9,12,7209,1959,NA
"2020-10-19","north_east_and_yorkshire",222,110,1362,19,1955,36,12,5,1,5,4,26,22248,3619,NA
"2020-10-20","north_east_and_yorkshire",274,113,1436,25,1639,38,12,4,1,2,7,28,28635,3315,NA
"2020-10-21","north_east_and_yorkshire",271,109,1496,21,1623,48,9,5,1,2,12,33,26254,3344,NA
"2020-10-22","north_east_and_yorkshire",242,112,1574,34,1522,32,13,2,0,3,6,23,22591,3103,NA
"2020-10-23","north_east_and_yorkshire",254,105,1638,27,1468,35,7,6,1,0,8,26,20064,2739,NA
"2020-10-24","north_east_and_yorkshire",277,113,1730,22,1239,35,8,3,0,2,3,30,8570,2101,NA
"2020-10-25","north_east_and_yorkshire",320,128,1851,11,926,33,12,6,1,0,5,27,6964,2059,NA
"2020-10-26","north_east_and_yorkshire",323,138,2004,13,1066,45,15,1,2,2,11,30,21767,3735,NA
"2020-10-27","north_east_and_yorkshire",301,147,2116,16,980,47,13,4,1,1,10,35,26683,3351,NA
"2020-10-28","north_east_and_yorkshire",357,150,2204,22,786,42,8,9,1,4,7,30,24555,3379,NA
"2020-10-29","north_east_and_yorkshire",337,157,2216,6,628,47,5,7,0,1,9,37,20479,3242,NA
"2020-10-30","north_east_and_yorkshire",262,148,2299,4,566,47,26,3,4,2,8,33,20483,3336,NA
"2020-10-31","north_east_and_yorkshire",325,150,2482,9,525,63,13,1,3,2,19,39,8781,2499,NA
"2020-11-01","north_east_and_yorkshire",348,140,2209,6,312,50,21,6,3,3,6,38,8716,2680,NA
"2020-11-02","north_east_and_yorkshire",362,167,2624,9,396,50,9,4,1,0,7,42,24602,4581,NA
"2020-11-03","north_east_and_yorkshire",362,183,2721,NA,NA,56,28,7,2,2,12,40,29480,3845,NA
"2020-11-04","north_east_and_yorkshire",351,194,2732,NA,NA,51,14,4,3,4,8,36,26827,3422,NA
"2020-11-05","north_east_and_yorkshire",345,197,2802,NA,NA,57,20,4,1,3,12,41,23514,3507,NA
"2020-11-06","north_east_and_yorkshire",324,184,2798,NA,NA,67,25,9,4,3,10,50,22361,3594,NA
"2020-11-07","north_east_and_yorkshire",337,195,3012,NA,NA,75,26,9,3,4,18,50,10694,2938,NA
"2020-11-08","north_east_and_yorkshire",360,197,2934,NA,NA,58,26,6,2,3,16,37,9306,2945,NA
"2020-11-09","north_east_and_yorkshire",407,204,3057,NA,NA,82,36,8,3,5,18,56,26804,4603,NA
"2020-11-10","north_east_and_yorkshire",464,198,2946,NA,NA,67,20,5,0,4,11,52,30067,3795,NA
"2020-11-11","north_east_and_yorkshire",440,210,3141,NA,NA,60,19,7,4,5,19,32,26921,3802,NA
"2020-11-12","north_east_and_yorkshire",362,208,3228,NA,NA,75,18,6,3,2,14,56,23418,3213,1
"2020-11-13","north_east_and_yorkshire",381,211,3268,0,24,70,24,2,1,6,11,52,21396,3158,NA
"2020-11-14","north_east_and_yorkshire",355,216,3109,1,46,73,27,7,2,3,14,54,10473,2426,NA
"2020-11-15","north_east_and_yorkshire",376,229,3327,1,135,77,26,5,4,4,11,58,8681,2057,NA
"2020-11-16","north_east_and_yorkshire",402,236,3473,24,2302,48,24,9,0,4,10,34,25389,3258,NA
"2020-11-17","north_east_and_yorkshire",335,249,3472,19,1972,59,21,5,1,2,9,47,31424,3011,1
"2020-11-18","north_east_and_yorkshire",362,247,3417,16,1808,81,31,7,3,1,9,68,27117,2558,NA
"2020-11-19","north_east_and_yorkshire",345,251,3342,7,1741,74,28,8,0,6,19,49,20366,1961,NA
"2020-11-20","north_east_and_yorkshire",350,246,3297,15,1708,69,31,5,3,5,17,44,19482,1806,NA
"2020-11-21","north_east_and_yorkshire",280,239,3270,12,1785,66,37,10,3,2,9,52,8582,1328,NA
"2020-11-22","north_east_and_yorkshire",275,240,3353,6,1194,68,26,8,3,2,14,49,6851,1215,NA
"2020-11-23","north_east_and_yorkshire",309,244,3437,15,1170,83,28,8,2,4,13,64,22207,1939,4
"2020-11-24","north_east_and_yorkshire",275,247,3245,10,1053,73,34,16,2,5,9,57,26763,1672,5
"2020-11-25","north_east_and_yorkshire",264,230,3137,4,828,70,24,5,1,10,16,43,24196,1523,3
"2020-11-26","north_east_and_yorkshire",263,223,3030,6,663,65,25,7,3,3,12,47,18743,1315,3
"2020-11-27","north_east_and_yorkshire",236,207,2932,5,705,65,23,9,3,1,14,47,18109,1242,6
"2020-11-28","north_east_and_yorkshire",220,211,2859,8,648,68,17,7,1,4,15,48,7123,941,6
"2020-11-29","north_east_and_yorkshire",246,204,2862,7,496,64,24,1,2,5,12,45,6382,963,1
"2020-11-30","north_east_and_yorkshire",242,189,2876,4,447,53,25,6,2,5,12,34,21247,1579,1
"2020-12-01","north_east_and_yorkshire",241,185,2814,4,405,42,10,4,0,0,11,31,25583,1343,5
"2020-12-02","north_east_and_yorkshire",231,186,2732,2,376,62,23,4,2,4,14,42,23828,1260,5
"2020-03-16","north_west",NA,NA,NA,NA,NA,2,0,0,0,0,0,2,NA,NA,NA
"2020-03-17","north_west",NA,NA,NA,NA,NA,3,0,1,0,0,1,2,NA,NA,NA
"2020-03-18","north_west",NA,NA,NA,NA,NA,5,0,1,0,0,0,5,NA,NA,NA
"2020-03-19","north_west",47,NA,NA,NA,NA,7,0,0,0,1,1,5,NA,NA,NA
"2020-03-20","north_west",56,NA,130,NA,NA,7,0,0,1,0,1,5,NA,NA,NA
"2020-03-21","north_west",71,NA,162,NA,NA,11,0,0,0,2,2,7,NA,NA,NA
"2020-03-22","north_west",83,NA,190,NA,NA,16,1,0,0,3,3,10,NA,NA,NA
"2020-03-23","north_west",86,NA,237,NA,NA,16,0,1,0,1,4,11,NA,NA,NA
"2020-03-24","north_west",122,NA,251,NA,NA,17,2,1,1,1,2,13,NA,NA,NA
"2020-03-25","north_west",187,NA,332,NA,NA,16,0,3,1,3,3,9,NA,NA,NA
"2020-03-26","north_west",184,NA,381,NA,NA,28,1,3,3,0,4,21,NA,NA,NA
"2020-03-27","north_west",219,NA,553,NA,NA,37,1,3,4,3,7,23,NA,NA,NA
"2020-03-28","north_west",210,NA,665,NA,NA,32,3,4,1,1,4,26,NA,NA,NA
"2020-03-29","north_west",198,NA,819,NA,NA,49,5,6,2,3,10,34,NA,NA,NA
"2020-03-30","north_west",420,NA,982,NA,NA,68,6,2,2,5,14,47,NA,NA,NA
"2020-03-31","north_west",342,NA,1143,NA,NA,54,11,8,1,2,13,38,NA,NA,NA
"2020-04-01","north_west",466,NA,1451,NA,NA,91,15,7,3,8,16,64,NA,NA,NA
"2020-04-02","north_west",434,102,1530,NA,NA,103,13,11,5,12,22,64,NA,NA,NA
"2020-04-03","north_west",446,138,1714,NA,NA,97,19,8,8,9,19,61,NA,NA,NA
"2020-04-04","north_west",398,154,2134,NA,NA,97,20,6,5,5,21,66,NA,NA,NA
"2020-04-05","north_west",379,179,2288,NA,NA,110,27,15,5,11,17,77,NA,NA,NA
"2020-04-06","north_west",392,171,2529,NA,NA,98,24,10,4,10,15,69,NA,NA,NA
"2020-04-07","north_west",375,243,2620,NA,NA,140,32,4,6,15,40,79,NA,NA,NA
"2020-04-08","north_west",410,212,2576,NA,NA,124,35,7,6,14,19,85,NA,NA,NA
"2020-04-09","north_west",477,276,2754,NA,NA,111,36,8,6,6,22,77,NA,NA,NA
"2020-04-10","north_west",352,264,2901,NA,NA,115,38,8,3,8,22,82,NA,NA,NA
"2020-04-11","north_west",313,305,3008,NA,NA,138,47,5,4,15,31,88,NA,NA,NA
"2020-04-12","north_west",294,303,3014,NA,NA,135,59,10,7,9,22,97,NA,NA,NA
"2020-04-13","north_west",304,315,3065,NA,NA,127,39,10,4,11,31,81,NA,NA,NA
"2020-04-14","north_west",269,295,3026,NA,NA,127,53,7,5,11,25,86,NA,NA,NA
"2020-04-15","north_west",247,281,2861,NA,NA,105,72,5,5,8,22,70,NA,NA,NA
"2020-04-16","north_west",254,287,2965,NA,NA,132,67,2,5,11,31,85,NA,NA,NA
"2020-04-17","north_west",273,290,2599,NA,NA,92,53,5,3,10,19,60,NA,NA,NA
"2020-04-18","north_west",206,350,2833,NA,NA,117,71,3,4,9,23,81,NA,NA,NA
"2020-04-19","north_west",214,341,2836,NA,NA,76,44,5,5,9,11,51,NA,NA,NA
"2020-04-20","north_west",226,337,2810,NA,NA,89,62,3,2,15,15,57,NA,NA,NA
"2020-04-21","north_west",260,328,2718,NA,NA,76,51,6,0,10,12,54,NA,NA,NA
"2020-04-22","north_west",214,326,2621,NA,NA,94,63,8,3,12,16,63,NA,NA,NA
"2020-04-23","north_west",182,310,2573,NA,NA,90,49,5,5,8,21,56,NA,NA,NA
"2020-04-24","north_west",211,302,2490,NA,NA,70,74,4,1,8,12,49,NA,NA,NA
"2020-04-25","north_west",202,292,2437,NA,NA,56,53,2,2,3,16,35,NA,NA,NA
"2020-04-26","north_west",181,281,2429,NA,NA,57,53,2,2,2,11,42,NA,NA,NA
"2020-04-27","north_west",223,272,2456,NA,NA,56,49,7,4,2,9,41,NA,NA,NA
"2020-04-28","north_west",194,241,2298,NA,NA,53,50,7,5,4,7,37,NA,NA,NA
"2020-04-29","north_west",227,258,2350,NA,NA,61,49,4,0,6,8,47,NA,NA,NA
"2020-04-30","north_west",214,233,2309,NA,NA,61,38,4,4,5,10,42,NA,NA,NA
"2020-05-01","north_west",181,234,2282,0,8,42,43,6,2,2,10,28,NA,NA,NA
"2020-05-02","north_west",186,226,2327,0,3,53,40,1,2,1,12,38,NA,NA,NA
"2020-05-03","north_west",194,233,2196,0,4,61,31,3,2,4,14,41,NA,NA,NA
"2020-05-04","north_west",189,237,2236,0,8,53,37,1,2,7,3,41,NA,NA,NA
"2020-05-05","north_west",201,222,2192,1,64,46,35,3,3,5,10,28,NA,NA,NA
"2020-05-06","north_west",158,199,2075,0,21,50,34,3,3,3,11,33,NA,NA,NA
"2020-05-07","north_west",182,191,1947,0,56,56,30,3,2,8,11,35,NA,NA,NA
"2020-05-08","north_west",169,181,1925,0,18,43,39,3,1,6,7,29,NA,NA,NA
"2020-05-09","north_west",167,176,1918,0,126,26,33,1,1,0,8,17,NA,NA,NA
"2020-05-10","north_west",156,172,1826,0,12,45,31,3,3,4,10,28,NA,NA,NA
"2020-05-11","north_west",203,175,1907,0,128,36,19,3,1,1,6,28,NA,NA,NA
"2020-05-12","north_west",186,159,1826,0,100,42,24,2,3,1,9,29,NA,NA,NA
"2020-05-13","north_west",186,157,1800,1,125,24,25,4,1,2,3,18,NA,NA,NA
"2020-05-14","north_west",164,153,1739,0,249,29,20,3,0,2,7,20,NA,NA,NA
"2020-05-15","north_west",153,157,1716,2,476,35,27,2,1,3,6,25,NA,NA,NA
"2020-05-16","north_west",178,136,1655,4,784,31,22,4,3,3,6,19,NA,NA,NA
"2020-05-17","north_west",169,135,1667,3,810,19,19,6,0,3,3,13,NA,NA,NA
"2020-05-18","north_west",171,130,1670,0,604,31,10,3,2,1,5,23,NA,NA,NA
"2020-05-19","north_west",173,121,1707,2,1007,32,22,3,1,3,7,21,NA,NA,NA
"2020-05-20","north_west",151,111,1647,1,1301,28,18,1,1,0,3,24,NA,NA,NA
"2020-05-21","north_west",165,109,1590,1,1245,34,17,1,2,3,3,26,NA,NA,NA
"2020-05-22","north_west",160,113,1566,1,1567,20,13,2,0,1,3,16,NA,NA,NA
"2020-05-23","north_west",125,113,1537,2,1332,34,16,2,0,2,6,26,NA,NA,NA
"2020-05-24","north_west",128,100,1509,0,576,26,15,1,2,0,4,20,NA,NA,NA
"2020-05-25","north_west",121,97,1519,1,344,32,8,1,0,4,7,21,NA,NA,NA
"2020-05-26","north_west",112,104,1515,0,494,24,13,3,0,3,0,21,NA,NA,NA
"2020-05-27","north_west",148,96,1432,0,586,26,9,5,2,1,6,17,NA,NA,NA
"2020-05-28","north_west",145,87,1377,0,474,28,17,1,0,2,2,24,NA,NA,NA
"2020-05-29","north_west",121,85,1344,1,173,19,14,1,1,1,2,15,NA,NA,NA
"2020-05-30","north_west",97,86,1313,0,129,16,10,1,0,1,3,12,NA,NA,NA
"2020-05-31","north_west",126,85,1309,0,193,12,9,1,0,0,1,11,NA,NA,NA
"2020-06-01","north_west",149,89,1309,0,63,15,13,1,1,2,1,11,5158,152,NA
"2020-06-02","north_west",121,83,1301,NA,NA,19,9,2,0,3,3,13,5578,158,NA
"2020-06-03","north_west",122,85,1276,NA,NA,24,10,0,2,3,3,16,5776,136,NA
"2020-06-04","north_west",124,77,1217,NA,NA,20,10,1,1,1,4,14,5944,139,NA
"2020-06-05","north_west",75,77,1194,NA,NA,17,9,0,0,0,4,13,5039,112,NA
"2020-06-06","north_west",56,79,1120,NA,NA,21,7,1,1,3,3,14,3611,77,NA
"2020-06-07","north_west",66,78,1076,NA,NA,21,8,0,0,0,2,19,2595,70,NA
"2020-06-08","north_west",68,76,1075,NA,NA,22,11,0,2,1,4,15,4968,92,NA
"2020-06-09","north_west",98,74,1038,NA,NA,17,3,0,1,1,3,12,5465,113,NA
"2020-06-10","north_west",113,46,939,NA,NA,18,7,4,1,3,2,12,5761,113,NA
"2020-06-11","north_west",101,43,936,NA,NA,12,8,1,1,0,2,9,5277,85,NA
"2020-06-12","north_west",92,41,922,NA,NA,11,9,2,0,1,0,10,4460,78,NA
"2020-06-13","north_west",63,46,919,NA,NA,9,6,1,0,0,0,9,2647,63,NA
"2020-06-14","north_west",80,47,912,NA,NA,15,6,0,0,0,2,13,2174,82,NA
"2020-06-15","north_west",78,40,926,NA,NA,15,2,0,0,1,4,10,3691,86,NA
"2020-06-16","north_west",83,48,880,NA,NA,14,10,0,1,1,3,9,4106,116,NA
"2020-06-17","north_west",77,48,876,NA,NA,15,4,1,1,1,0,13,4184,97,NA
"2020-06-18","north_west",71,55,839,NA,NA,11,4,0,0,0,5,6,3837,96,NA
"2020-06-19","north_west",57,55,826,0,70,7,7,2,0,0,2,5,3090,87,NA
"2020-06-20","north_west",34,48,814,0,618,9,3,0,0,0,3,6,1878,69,NA
"2020-06-21","north_west",54,49,782,2,591,7,1,0,0,1,1,5,2075,66,NA
"2020-06-22","north_west",69,48,801,3,1356,13,3,1,1,0,3,9,4416,97,NA
"2020-06-23","north_west",52,47,780,2,1410,15,9,0,1,2,1,11,4262,71,NA
"2020-06-24","north_west",71,48,759,3,1373,14,4,0,1,1,2,10,4482,87,NA
"2020-06-25","north_west",53,38,708,1,1528,13,3,0,0,1,4,8,3576,69,NA
"2020-06-26","north_west",53,41,693,0,1702,7,2,1,0,0,0,7,3450,55,NA
"2020-06-27","north_west",48,44,653,0,1404,8,1,0,0,1,2,5,1911,44,NA
"2020-06-28","north_west",39,44,658,2,1038,7,7,0,0,0,3,4,2642,49,NA
